"83","pcr-buffers-reagents-and-kits","1","12","2","5-12-83","PCR Buffers, Reagents and Kits","RReagent bottle
Very essential glassware of a typical laboratory setup. Reagent bottles are used to store liquids like organic solvents, acids and another chemical especially for long term. They are kept in cabins and shelves or racks (like fire safety cabins) undisturbed. Many times these bottles are not transparent but rather have amber or brown or red tint. This is to protect light sensitive chemicals from visible, infrared or ultraviolet radiations. Resistant to corrosion however strong alkalis shouldn’t be stored as it may corrode the lid/cap.
Characteristics
• Reagent bottles are made of ground glass, borosilicate plastic etc.
• Bottles have a robust plug/top.
• Widely available in 100 mL to 2 liters of volume.
","product/category.jpg","4","1","0","Buy Online Laboratory PCR Strips & Caps in India |Biomall.in","electrophoresis buffers,buffer electrophoresis,india,biomall","Buy Online PCR buffers reagents and kits in India at Biomall.in ideal for research and clinical laboratories.
","2016-04-04 15:35:34","2017-04-18 16:28:53"
"84","chemicals","1","0","0","84","Chemicals",NULL,"product/category.jpg","1","0","0","Buy online Laboratory Chemicals, Reagents in India | Biomall","Laboratory chemicals,lab,reagents,suppliers,manufacturers,biomall,India","Buy online Lab Chemicals supplies in India. Biomall.in is a market place for laboratory chemical suppliers, manufacturers, reagent & chemical producers.
","2016-04-04 16:33:17","2016-07-25 13:35:34"
"85","buffers","1","84","1","84-85","Buffers","Tris buffer is used to resist changes and maintain a constant pH within a narrow range. The Tris buffer has alkaline buffering capacity of about 7-9 pH. It is isotonic and nontoxic. Tris buffer is essential part of agarose gel electrophoresis, protein electrophoresis, and western blotting. It can be used for dilution purposes as well.  It is even useful in immunoblotting for both washing and diluting antibody. It used in DNA extraction process throughout, right from lysis to precipitation because DNA are sensitive to pH changes.  A Tris buffer can also be prepared in the lab using solid Tris. Widely used in chemistry and biology labs.
","product/category.jpg","1","1","0","Buy online Laboratory Buffer Solution in India | Biomall","ph 7,ph 10,buffer solution,buffer chemicals,biomall,India","Buy online Laboratory ph buffer solution and chemicals in India. Request quote for a wide range of lab ph 7, ph 10 buffer solutions at Biomall.in.
","2016-04-04 16:34:20","2017-04-19 17:42:04"
"86","biochemicals","1","84","1","84-86","Biochemicals",NULL,"product/category.jpg","2","0","0","Buy online Laboratory biochemicals in India | Biomall","biochemicals,test for bacteria,biomall,india","Buy online Laboratory bio chemicals in India. Request quote for a wide range of bio based chemicals used for testing & identification of bacteria at Biomall.in
 ","2016-04-04 16:50:58","2016-07-25 13:39:35"
"87","nucleic-acid-purification","1","5","1","5-87","Nucleic Acid Purification",NULL,"product/category.jpg","3","0","0","Buy Online Nucleic Acid Purification Products in India | Biomall.in","wash buffers,Nucleic Acid Purification, india, biomall","Buy Online Nucleic Acid Purification kits like wash buffers in India at Biomall.in ideal for research and clinical laboratories.
","2016-04-04 17:09:32","2016-09-06 16:35:02"
"88","nucleic-acid-purification-kits","0","87","2","5-87-88","Nucleic Acid Purification Kits",NULL,"product/category.jpg","1","0","0",,,,"2016-04-04 17:11:49","0000-00-00 00:00:00"
"89","protein-electrophoresis","1","6","1","6-89","Protein Electrophoresis",NULL,"product/category.jpg","1","0","0","Protein Electrophoresis India | Biomall.in","Protein Electrophoresis,serum,India,biomall","Find products for the process of Protein Electrophoresis used to seperate proteins based on their size and electrical charge at Biomall.in India.
","2016-04-06 17:19:24","2016-09-15 13:20:33"
"90","protein-ladders","1","89","2","6-89-90","Protein Ladders",NULL,"product/category.jpg","1","0","0","Find Protein Ladder & Markers in India | Biomall.in ","protein ladder, markers, india, biomall","Find Protein Ladder & Markers available in India at Biomall.in used for protein electrophoresis process. 
","2016-04-06 17:20:15","2016-09-14 16:09:08"
"91","protein-electrophoresis-biochemicals","1","89","2","6-89-91","Protein Electrophoresis Biochemicals",NULL,"product/category.jpg","2","0","0","Buy Online Protein Electrophoresis Biochemicals, India | Biomall.in","Protein Electrophoresis Biochemicals, India, Biomall","Buy Protein Electrophoresis Biochemicals in India at Biomall.in ideal for research and  protein electrophoresis process.
","2016-04-06 17:22:50","2016-09-14 16:10:22"
"92","protein-electrophoresis-buffers","1","89","2","6-89-92","Protein Electrophoresis Buffers",NULL,"product/category.jpg","3","0","0","Buy Online Protein Electrophoresis Buffers in India | Biomall.in","protein Buffers,Electrophoresis Buffers,india,biomall","Buy Protein Electrophoresis Buffers in India at Biomall.in ideal for research and  protein electrophoresis process.
","2016-04-06 17:23:31","2016-09-14 16:35:36"
"93","protein-electrophoresis-kits","1","89","2","6-89-93","Protein Electrophoresis Kits",NULL,"product/category.jpg","4","0","0","Buy Online Protein Electrophoresis Kits in India | Biomall.in","protein extraction kits,purification kits,protein electrophoresis kits,india,biomall","Buy Online Protein Electrophoresis Kits like protein extraction and purification kits in India at Biomall.in ideal for research and  protein electrophoresis process.
","2016-04-06 17:24:07","2016-09-14 16:43:50"
"94","protein-purification","1","6","1","6-94","Protein Purification ",NULL,"product/category.jpg","1","0","0","Protein Purification Products | Biomall.in, India","Protein Purification products, India, biomall","Find products for the process of Protein Purification ideal for clinical research at Biomall.in India. Visit Us Now!
","2016-04-06 17:29:07","2016-09-14 16:48:57"
"95","protein-purification-kits","1","94","2","6-94-95","Protein Purification  Kits",NULL,"product/category.jpg","1","0","0","Protein Purification Products | Biomall.in, India","Protein Purification products, India, biomall","Find products for the process of Protein Purification ideal for clinical research at Biomall.in India. Visit Us Now!
","2016-04-06 17:30:40","2016-09-26 10:40:17"
"96","pcr-plasticwares","1","12","2","5-12-96","PCR Plasticwares ",NULL,"product/category.jpg","1","0","0","Buy Online PCR Plasticwares in India | Biomall.in","pcr plasticwares, india, biomall","Buy Online PCR Plasticware in India at Biomall.in ideal for research and clinical laboratories.
","2016-04-07 15:21:25","2016-09-06 17:07:37"
"97","pcr-plates","1","96","3","5-12-96-97","PCR Plates",NULL,"product/category.jpg","1","0","0","Buy Online PCR Plates in India | Biomall.in","pcr plates, india, biomall","Buy Online PCR Plates in India at Biomall.in ideal for research and clinical laboratories.
","2016-04-07 15:35:04","2016-09-06 17:05:58"
"98","pcr-tubes","1","96","3","5-12-96-98","PCR Tubes",NULL,"product/category.jpg","2","0","0","Buy Online PCR Tubes in India | Biomall.in","pcr tubes, india, biomall","Buy Online PCR Tubes like Flat and Domed cap in India at Biomall.in ideal for research and clinical laboratories.
","2016-04-07 15:36:17","2016-09-06 16:55:56"
"99","pcr-storage-plates","1","96","3","5-12-96-99","PCR Storage Plates ",NULL,"product/category.jpg","3","0","0","Buy Online PCR Storage Plates in India | Biomall.in","pcr storage plates, india, biomall","Buy Online PCR Storage Plates in India at Biomall.in ideal for research and clinical laboratories.
","2016-04-07 15:37:56","2016-09-06 17:22:06"
"100","pcr-foils-and-seals","1","96","3","5-12-96-100","PCR Foils and Seals",NULL,"product/category.jpg","4","0","0","Buy Online PCR Foils and Seals in India | Biomall.in","pcr foils and seals, india, biomall","Buy Online PCR Foils and Seals in India at Biomall.in ideal for research and clinical laboratories.
","2016-04-07 15:39:06","2016-09-06 17:24:16"
"101","pcr-workstation","1","96","3","5-12-96-101","PCR Workstation",NULL,"product/category.jpg","5","0","0","Buy Online PCR Workstation in India | Biomall.in","pcr workstation, india, biomall","Buy Online PCR Workstation in India at Biomall.in ideal for research and clinical laboratories.
","2016-04-07 15:40:14","2016-09-06 17:25:17"
"102","pcr-strips-and-caps","1","96","3","5-12-96-102","PCR Strips and Caps",NULL,"product/category.jpg","6","0","0","Buy Online Laboratory PCR Strips & Caps in India |Biomall.in","pcr strips, pcr caps, biomall, india","Buy Online PCR Strips and Caps in India at Biomall.in ideal for research and clinical laboratories.
","2016-04-07 15:42:08","2016-09-28 10:57:27"
"103","protein-estimation","1","6","1","6-103","Protein Estimation",NULL,"product/category.jpg","3","0","0","Protein Estimation & Assays Products | Biomall.in India","protein estimation,assays,India,biomall","Find products for the process of Protein Estimation like Bradford reagent, biochemicals, standards, kits at Biomall.in India. Visit Us Now!","2016-04-08 13:34:41","2016-09-15 13:29:15"
"104","dna-purification-and-extraction","1","87","2","5-87-104","DNA Purification and Extraction",NULL,"product/category.jpg","1","0","0","Buy Online Nucleic Acid Purification & Extraction Kit in India | Biomall.in","Nucleic Acid Purification & Extraction, India, biomall","Buy Online Nucleic Acid Purification & Extraction Kit in India at Biomall.in ideal for research and clinical laboratories.
","2016-04-08 16:49:56","2016-09-06 16:41:04"
"105","rna-purifications-and-extractions","1","87","2","5-87-105","RNA Purifications and Extractions",NULL,"product/category.jpg","2","0","0","Nucleic Acid Purification & Extraction, India, biomall","rna purifications and extraction, kit, India, biomall","Buy Online RNA Purification & Extraction Kit in India at Biomall.in commonly deal for research and clinical laboratories.
","2016-04-08 16:51:30","2016-09-06 16:43:04"
"106","bd-biociences","0","108","1","108-106","BD Biociences",NULL,"product/category.jpg","7","0","0",,,,"2016-05-11 10:40:30","2016-05-12 09:40:56"
"107","bd-difco","0","108","1","108-107","BD Difco",NULL,"product/category.jpg","6","0","1","Dehydrated Culture Media,Media Additives,Peptones,Hydrosylates,microbiology culture media,BD Difco,BD Difco media","dehydrated culture media,media additives,peptones,hydrosylates,microbiology culture media,BD Difco,Bd Difco media","Buy and sell BD Difco dehydrated culture media, media additives, peptones, hydrosylates, etc on www.biomall.in, an online portal for life sciences and laboratory products.","2016-05-11 10:42:18","2016-05-30 16:25:18"
"108","brand-inventory","0","0","0","108","Brand Inventory",NULL,"product/category.jpg","1","0","0",,,,"2016-05-12 09:40:28","2016-05-14 13:58:41"
"109","mp-biomedicals","0","108","1","108-109","MP Biomedicals",NULL,"product/category.jpg","7","0","0",,,,"2016-05-13 17:14:05","2016-05-13 22:45:22"
"110","corning","0","108","1","108-110","Corning",NULL,"product/category.jpg","7","0","0",,,,"2016-05-13 17:14:46","2016-05-13 22:45:50"
"111","biohit","0","108","1","108-111","Biohit",NULL,"product/category.jpg","5","0","0",,,,"2016-05-17 10:52:30","0000-00-00 00:00:00"
"112","protein-extraction","1","6","1","6-112","Protein Extraction",NULL,"product/category.jpg","2","0","0","Cell Lysis and Protein Extraction Products | Biomall.in, India","Cell Lysis, Protein Extraction, India, biomall","Find products for the process of Cell Lysis and Protein Extraction ideal for clinical research at Biomall.in India. Visit Us Now!
","2016-05-18 14:02:20","2016-09-14 16:46:10"
"113","mass-spectroscopy","1","6","1","6-113","Mass Spectroscopy ",NULL,"product/category.jpg","5","0","0","Buy Laboratory Mass Spectrometer in India | Biomall.in","mass spectometry,mass spectoscopy,india,biomall","Mass Spectroscopy is the process to measure the masses within a sample ideal for clinical laboratories. Visit us to find laboratory mass spectrometer in India at Biomall.in
","2016-05-18 14:05:27","2016-09-15 11:42:32"
"114","probes-and-crosslinkers","1","6","1","6-114","Probes and Crosslinkers",NULL,"product/category.jpg","6","0","0","Lab Protein Crosslinking Reagents & Crosslinkers | Biomall.in","Crosslinking Reagents, Crosslinkers, Probes, India, biomall","Get Protein Crosslinking Reagents & Crosslinkers used in clinical research at Biomall.in India. These are used for studying the structure of proteins. 
","2016-05-18 14:07:32","2016-09-14 16:04:04"
"115","western-blotting","1","6","1","6-115","Western Blotting",NULL,"product/category.jpg","8","0","0","Western Blot Products | Biomall.in, India","Western Blot, india, biomall","Western Blot is a process to identify specific amino acid sequences in proteins. Find products for this process at Biomall.in India. Visit Us Now!
","2016-05-18 14:09:03","2016-09-14 16:51:03"
"116","nucleotide","1","12","2","5-12-116","Nucleotide",NULL,"product/category.jpg","1","0","0","Buy Laboratory Nucleotide Supplements in India | Biomall.in","nucleotide supplements, India, biomall","Buy Online Nucleotide supplements in India at Biomall.in. These are one of the structural components or building blocks of DNA & RNA.
","2016-05-20 11:46:12","2016-09-28 11:14:02"
"117","microbiology","1","0","0","117","Microbiology",NULL,"product/category.jpg","1","0","0","Buy online Microbiology Laboratory equipment in India | Biomall","microbiology lab equipments,products,biomall,india","Buy Microbiology Laboratory equipment online in India. Request quote for a wide range of microbiology products ideal for research and clinical labs at Biomall.in
","2016-05-20 13:05:26","2016-07-25 13:29:48"
"118","restriction-and-other-enzymes","1","5","1","5-118","Restriction and other Enzymes",NULL,"product/category.jpg","4","0","0","Buy Online Lab Enzymes in India | Biomall.in","lab enzymes, enzymes, india, biomall","Buy Online Lab Enzymes in India at Biomall.in ideal for research and clinical laboratories.
","2016-05-20 13:32:16","2016-09-06 17:29:00"
"119","syringe-filter","1","29","2","1-29-119","Syringe Filter","Syringe filter is used for a fast and efficient filtration that gives a precise quantity of the filtrate.  The filter is attached to the tip of the syringe and the liquid is filtered as the syringe is pressed. The body of the filter is supported by a disc which is about 25 micrometer in diameter. They filter out of the particles from solvents is useful for techniques like High-pressure liquid Chromatography (HPLC). Their applications are in biotechnology, microbiology, chemistry, agriculture, food and beverage industry etc. 
Characteristics
• They are used for both sterile and nonsterile applications.
• Filters can be of several different materials such polyvinylidene fluoride (PVDF), Nylon, surfactant free cellulose acetate (SCFA), Polyether sulfone (PES) etc.
• Pore size 0.22 micron.
• Hydrophobic.
• Reusable.
","product/category.jpg","23","1","0","Buy Online Syringe Filter in India | Biomall","syringe filter,buy,India,Biomall","Buy Syringe Filter in India at Biomall.in. Syringe filter is used for a fast and efficient filtration that gives a precise quantity of the filtrate.","2016-06-01 17:31:03","2017-07-26 10:17:51"
"120","coverslips","1","1","1","1-120","Coverslips",NULL,"product/category.jpg","21","0","0","Buy Laboratory Coverslip, India | Biomall","glass coverslip,coverslips, biomall, India","Buy online laboratory glass coverslips in India at Biomall.in. A Coverslip is a thin piece of glass placed over objects for viewing with a microscope.
","2016-06-03 15:26:29","2016-08-13 13:38:54"
"121","pipette-aids","1","3","1","3-121","Pipette Aids",NULL,"product/category.jpg","1","0","0","Buy online Laboratory equipments & apparatus in India | Biomall","pipette aids,controller,pump,stand,biomall,India","Buy Laboratory Pipette aids online in India. Request quote for a wide range of pipette aids & accessories including pipette controller, stand at Biomall.in
","2016-06-23 14:40:28","2016-07-25 16:07:08"
"122","plant-tissue-culture-essentials","1","4","1","4-122","Plant Tissue Culture Essentials",NULL,"product/category.jpg","2","0","0","Buy Online Plant Tissue Culture Essentials, India | Biomall.in","plant tissue culture, plant cell culture, tissue culture plants, India, biomall","Get wide range of plant tissue culture essential used in laboratories to grow plant cells, and to produce clones of plants. Available at Biomall.in India
","2016-06-28 15:38:17","2016-08-31 13:21:06"
"123","cloning","1","5","1","5-123","Cloning","Cloning
It is a molecular biology technique wherein a selected sequence of DNA is cloned into multiple copies in a host organism (usually bacteria).  A vector is required to introduce the DNA sequence of interest into the host. This vector in most cases is a plasmid (which is a non-chromosomal DNA which can replicate on its own). A modified plasmid DNA has an origin of replication which allows the plasmid to replicate using the host’s enzymes and an antibiotic resistance sequence which grants antibiotic resistance to the host organism. The Plasmids are treated with restriction enzymes (or restriction endonuclease) which cleave the plasmid DNA at a specific region called as the restriction sites (EcoRI, BamHI or HindIII are some restriction enzymes). This cleavage in most cases leads to the production of single-stranded sticky ends also called as cohesive ends or overhangs which can anneal with the foreign DNA which has also been cut with the same enzyme. This annealing process is also referred to as ligation/hybridization because it occurs with the action of DNA ligase. The plasmid is now known as a recombinant plasmid
The bacterial cells (E. coli) which have been treated with calcium chloride to make them more permeable to DNA molecules are added to the recombinant plasmid mixture. By the process known as transformation (uptake of a foreign/exogenous genetic material from the surrounding) some amongst many bacterial cells take up the recombinant plasmid.
These bacterial cells are poured onto the nutrient agar containing an antibiotic (ampicillin or neomycin). After incubation, this will result in the growth of only those cells which have taken the antibiotic resistance gene (these also happen to be the successfully transformed cells)
The plasmid replication is independent of the host’s replication. However when host cells divide each of the daughter cells receives copies of plasmids. This results in the production of large copies of the recombinant plasmid.
Kits are available for plasmid preparation, ligation, and plasmid purification or for all of the cloning procedures combined in one.

Nucleic acid purification
DNA purification and extraction
Swiss Biologist Friedrich Miescher was the first person to isolate a DNA. The process refers to both extraction and purification of DNA from the given sample. The sample can be blood, swab, plant cells (like from a leaf), fruit, bacteria etc. A general protocol involves homogenization of cells using a physical method like the use of mortar and pestle. This may be followed by a series of chemical treatment with detergents like sodium laurel sulfate which pulls apart fats and proteins or using Chloroform followed by centrifugation where chloroform with unwanted cellular components settled down. 
A high temperature may be maintained to promote cell lysis. A buffer like tris-HCl or EDTA to maintain pH is used throughout.
Ethanol or isopropanol is then used to precipitate out the DNA.
Purification may involve many steps like the use of proteinase or phenol-chloroform extraction to eliminate protein impurities or RNAse to remove RNA
Kits for extraction and purification of DNA from depending on the source are available.
","product/category.jpg","2","1","0","Buy Laboratory Cloning Kit, India |Biomall.in","cloning kits,india,biomall","Buy Online Cloning Kits in India at Biomall.in. These cloning kits are optimized for rapid and efficient cloning ideal for research and clinical laboratories.
","2016-07-05 10:40:22","2017-04-12 15:53:12"
"124","fine-chemicals","1","84","1","84-124","Fine Chemicals",NULL,"product/category.jpg","4","0","0","Buy online fine chemicals for labs in India | Biomall","fine chemical suppliers,dealers,exporters,online,biomall,india","Buy online Laboratory fine chemicals in India. Biomall.in is a marketplace for fine chemical dealers, exporters,  manufacturers & suplliers. Visit us to learn more!
","2016-07-07 14:25:32","2016-07-27 11:37:17"
"125","acids-and-solvents","1","84","1","84-125","Acids and Solvents",NULL,"product/category.jpg","5","0","0","Buy online Laboratory solvents and acids India | Biomall","lab solvents,acids,chemical solvents,biomall,India","Buy online Laboratory solvents and acids in India. Request quote for a wide range of organic acids and chemical solvent for common laboratory usage at Biomall.in.","2016-07-07 14:27:21","2016-07-25 15:48:19"
"126","services","1","0","0","126","Services",NULL,"product/category.jpg","10","0","0","Laboratory Services in India,Pipette Calibration Services,Pipette Repair Services","pippette repair,caliberation service,biomall,india","Get any laboratory pipette serviced and calibrated at Rs. 749 per pipette inclusive of all taxes at Biomall.in India.
","2016-07-18 17:21:44","2016-11-07 19:53:34"
"127","chromatography","1","0","0","127","Chromatography",,"product/category.jpg","1","1","0","Buy Chromatography Columns in India | Biomall.in","chromatography,chromatography uses,chromatography techniques,Chromatography columns","Chromatography is a laboratory process for separating mixture of chemical substances into its individual components. Get various products under this category at Biomall.in","2016-10-08 12:23:25","2017-03-31 16:49:20"
"128","centrifuge","1","3","1","3-128","Centrifuge","The centrifuge machine is an electronic equipment which helps in the separation of the samples like a mixture of suspended solids or two or more immiscible liquids. The sample is contained in an Eppendorf or a test tube or vials. The equipment is fixed at the axis of rotation and centrifugal forces cause the samples to separate such that the denser materials are settled below the lighter ones.
The simplest design is a hand centrifuge where the rotation is brought about using hands. The more advanced devices are electronic and have a closing lid at the top. The lid prevents the user from accidents and disasters. The rpm (rotation per minute) and the duration of rotation can be adjusted easily.  It is important that the manual is read carefully and that the rotors are well-balanced before running the machine.
It is widely used in DNA isolation experiments and to extract sera from the blood and also in blood and urine tests in diagnostics amongst many other procedures.
The equipment does not require much maintenance.

","product/category.jpg","2","1","0","Buy Online Centrifuge for Laboratory Purposes in India | Biomall","Centrifuge,Centrifuge machine,Biomall,India,Buy Centrifuge","Buy Centrifuge for laboratory purposes in India at Biomall.in. The centrifuge machine is an electronic equipment which helps in the separation of the samples like a mixture of suspended solids or two or more immiscible liquids","2016-10-25 17:27:24","2017-07-25 17:39:00"
"129","stirrer","1","3","1","3-129","Stirrer","Overhead stirrers are used for mixing/stirring of liquids. They are useful for both low and very highly viscous liquid. Compared to the hot plate magnetic stirrer, a higher frequency of rotation (up to 3000 rpm) can be generated in an overhead stirrer for stirring larger volumes (up to 200 L) of liquid. Some models can generate both clockwise and anticlockwise rotation. These indispensable features come along with durability and quiet operation. The equipment is explosion proof and comes with a body having a flexible shaft, digital display with timer and the rotation frequency adjuster, a blade propeller, and a U-shaped stand.  An operation manual comes along.
Accessories 
• Additional Stirring element (paddle, rods, centrifugal, dissolver, propeller and turbine stirrer etc.)
• An adjustable floor stand
• Some advanced versions have a wireless controller which can be separated from the main body which is very useful when a toxic liquid is used
","product/category.jpg","3","1","0","Buy Online Laboratory Stirrer in India | Biomall","Stirrer,Biomall,India","Buy Laboratory Stirrer Online in India at Biomall. Stirrer is used for mixing liquids and chemicals for Laboratory requirements.","2016-10-25 17:28:36","2017-07-25 17:37:40"
"130","lab-furniture","1","0","0","130","Lab Furniture",,"product/category.jpg","1","0","0","Buy High Quality Lab Furniture in India | Biomall.in","laboratory furnitures,lab furniture india,laboratory furniture design,laboratory furniture systems","Buy high quality laboratory/lab furniture and fume hood products in India available in stainless steel & wood for various scientific research and industrial facilities. ","2016-11-30 16:33:28","2017-03-10 17:54:30"
"131","fire-safety-cabinets","1","130","1","130-131","Fire Safety Cabinets","Fire safety cabinet:
Industries and laboratories use chemicals which are highly flammable and/or combustible. Improper handling/ Storing of these can lead to explosion, fire or generation of toxic gasses. The World Health Organization (WHO) in its Laboratory Biosafety manual and the Indian National Disaster Management Authority (NDMA) recommends the use of fire safety measures.  A fire safety cabinet is a specially designed cabinet for storing Flammable liquids. Flammable liquids are to be kept in an environment which will not allow these liquids reach its Flash Point and cause auto ignition, and resist the chemical property of the solvents to become a rich flammable mixture. These environments are normally attained by making a strong Brick wall, with Proper ventilation for air exchange, and automatic door closure during the fire, a centralized storage facility.
Fire safety cabinet is a prototype of the Centralized storage facility to avoid logistical accidents while transporting the flammable liquids from the central storage to their working place, the cabinets replicate the same property to resist fire by self-door closing mechanism, proper ventilation through exhaust ports for proper air exchange. While storing flammable liquids in Fire resistance cabinets one should measure the distance from the nearest fire brigade to extinguish an ongoing fire, the nearest exit for the working people to evacuate, the damage which can cause to the nearest building due to the fire. Therefore according to EN Standard 14470, Fire resistance cabinets should be able to resist fire for minimum 30 minutes and maximum 90 minutes. These cabinets are made up of multiple layers of self-insulating material covered with stainless steel. All Industry working with Flammable liquid store their flammable solvents in these Fire-resistant cabinets. 

Ideal for 
• Industrial use (General industry, Construction industry, automobiles, Coal and Petroleum and Shipyard industry etc.)
• Science Laboratories
• Hospitals and Healthcare and Medical Institutions

Things to take care of while designing a storage system
• Flashpoint of the liquid. Liquids with flash point at or below 93 °C are categorized as flammables
• Ignition temperature. Temperature at which the liquid will ignite by itself (Auto ignition)","product/category.jpg","2","1","0","Buy Fire Safety Cabinets in India at Best Price | Biomall.in","Fire Safety Cabinets,fire safe cabinet,biosafety cabinet,biological safety cabinet,laboratory safety cabinet","Buy Fire Safety Cabinets in India at best price only at biomall.in. These fire safety cabinets are used to store highly flammable liquids, hazardous material, pesticides etc ","2016-11-30 16:39:52","2017-04-12 14:45:50"
"132","circulating-baths","1","3","1","3-132","Circulating Baths","Circulating baths
The water bath is used in laboratory setups to heat the samples. They are very useful for incubation of microbial culture, melting of the media, heating of the reagent or enzymatic solution amongst others. The equipment is electronic and made of metal. It has well-insulated exterior.
A circulating bath stirs/shakes with a constant movement of a circulator which provides the sample a uniform heating.
The equipment is available in various designs and advanced versions are digital. It, however can take the temperature up to the boiling point of water which is 100-degree Celsius beyond which if the temperature is desired than another alternative like an oil bath or dry incubators must be used.

","product/category.jpg","1","1","0","Buy Online Circulating Baths in India | Biomall","Circulating Baths,buy,India,Biomall","Buy Circulating Baths in India at Biomall.in. Circulating baths The water bath is used in laboratory setups to heat the samples. ","2016-12-30 16:44:17","2017-07-25 17:44:00"
"133","micro-balance-enclosure","1","130","1","130-133","Micro Balance Enclosure","Microbalance equipments are capable of measuring up to a millionth part of a gram (0.000001 g). With such a high sensitivity, it is vital to eliminate all the possible sources of error when measuring using this equipment. A specially designed Microbalance enclosure provides stability and safety against environmental factors like humidity, air pressure, vibration and airborne particulates. With research and innovations on a rise, the threat to the researcher from unknown chemicals or drugs especially in medicine remains a concern. Microbalance enclosures ensure the safety when dealing with novel chemicals by generating airflow away from the user passing through HEPA filters before exhausting. It prevents the user from coming in direct contact with the hazardous powders, fumes, and vapor. It can be used for analytical balances as well


Features and Advantages
• Shock and vibration absorbent worktop
• Self-shutting front screen
• Disposal apparatus on working surface available
• LED illumination with different color temperatures
• High-efficiency particulate air (HEPA) – H14 filters are used
• The system is ductless
• A very tiny fraction of rare and costly proteins can be measured
• Easy to operate and maintain
","product/category.jpg","1","1","0","Buy microbalance enclosure at best price in India | Biomall.in","Miicro Balance Enclosure,biomall.in,india","Buy microbalance enclosure at best price in India at Biomall.in; ideal for weighing toxic and hazardous substances of relatively small mass; used in scientific laboratories.","2017-01-20 18:11:33","2017-03-24 16:43:51"
"134","fume-hood-system","1","130","1","130-134","Fume Hood System","Fume hoods are ventilation device designed to prevent the user and the laboratory/facility from toxic fumes, gasses, aerosols, and dust which may be generated while handling a chemical. Much like the hoods in homes and kitchens, the machine generates air flow away from the user (negative air pressure) thereby taking with it the fumes/particles of the chemicals and filtering and/or treating it before release. This, therefore, prevents the facility and the user from the hazardous fumes and particle. The face velocity is generally between 60 to 100 fpm. It also prevents the entry of any flying debris or another airborne particle into the chemical itself. Fume hoods provide spacious working area and various equipment like the hot plate, overhead stirrer and weighing balance etc. can be used inside of it. The hood comes in various design and dimensions and has an exhaust fan and a duct attached, a low and high flow beeping alarms and in some cases, a blower is used instead of the duct.  The installation of the blower is easy the noise level is low. Hoods have enough lighting and are easy to operate and handle.  A detailed manual with technical specifications, occupancy user guidelines, and information pertaining to monitoring, repair and maintenance details come along. Ideal for chemistry and Biology labs.  

Things to keep in mind
• A fume hood is NOT a Biological safety cabinet and cannot be used for handling microorganisms
• Radioactive substances are also not suited for fume hoods
• The consumption of energy by fume hoods can be high
• Use of safety gloves is highly recommended
• A specially designed scrubber can be used for cleaning
","product/category.jpg","1","1","0","Buy Laboratory Fume Hood System India at Best Price | Biomall.in","fume hood system,laboratory fume hood,laboratory hoods","Buy Laboratory Fume Hood System in India for best price at biomall.in. It is a type of small ventilation device used to limit the exposure to toxic and hazardous fumes and dust particles.","2017-01-20 18:14:59","2017-04-12 14:54:33"
"135","microscope","1","3","1","3-135","Microscope",,"product/category.jpg","5","0","0","Microscope","Microscope,Imaging","Image samples using Microscopes, and compatible cameras to click photos","2017-06-08 16:03:23","0000-00-00 00:00:00"
"136","dna-sequencing-kits","1","5","1","5-136","DNA Sequencing kits",,"product/category.jpg","1","0","0","Buy DNA Sequencing kits in India | Biomall","DNA Sequencing kits,India,Biomall,DNA sequencing","DNA Sequencing is the process of reading nucleotide bases in a DNA molecule. Buy wide range of throughput and research application needs for DNA sequencing at Biomall.in","2017-08-07 13:00:03","0000-00-00 00:00:00"
"137","filtration-units","1","1","1","1-137","Filtration Units",,"product/category.jpg","8","0","0","Buy Filtration units in India | Biomall.in","Filtration,Biomall.in,India,Solvent filtration","Filtration is used to purify a sample solution of particles/microorganisms. Get various products for filtration purpose under this category on Biomall.in","2017-08-09 17:19:10","2017-08-09 17:25:10"
"138","sonicator","1","3","1","3-138","Sonicator",,"product/category.jpg","10","0","0","Buy Ultrasonic bath (Sonicator) in India | Biomall.in","Sonicator,Ultrasonic bath,Biomall.in,India","Sonicator is used to break apart particles or deposits, using ultrasonic waves. Get different models of sonicator under this category on Biomall.in","2017-08-09 17:21:41","2017-08-09 17:27:39"
"139","chromatography-accessories","1","127","1","127-139","Chromatography Accessories",,"product/category.jpg","11","0","0","Buy Chromatography Accessories in India | Biomall.in","Chromatography,Accessories,Biomall.in,India","Chromatography is a laboratory process for separating mixture of chemical substances into its individual components. Get various accessories to assist for Chromatography under this category at Biomall.in","2017-08-09 17:23:38","0000-00-00 00:00:00"
"140","spectrometer","1","3","1","3-140","Spectrometer",,"product/category.jpg","5","0","0","Buy Online Spectrometer in India | Biomall","Spectrometer,Biomall.in,India,Spectroscopy","Spectrometer is an instrument used to measure interaction of light and matter. The data obtained is used for compound (sample) analysis. ","2017-08-09 17:33:57","0000-00-00 00:00:00"
"141","weight-rings","1","1","1","1-141","Weight Rings",,"product/category.jpg","6","0","0","Buy Online Weight Rings in India | Biomall","Weight Rings,Biomall.in,India","Buy online Weight rings in India at Biomall.in. It is used to prevent round flasks from toppling.","2017-08-09 17:38:49","0000-00-00 00:00:00"
